time="2024-03-18 17:42:38" level=info msg="start server...\r\ngo：http://0.0.0.0:8081"
time="2024-03-18 17:42:42" level=info msg="| 200 |    2.555445ms |             ::1 | GET | /main |"
time="2024-03-18 18:22:52" level=info msg="send_kefu_message <nil> {\"type\":\"userOffline\",\"data\":{\"name\":\"本机地址本机地址网友\",\"uid\":\"e9d001ae-821c-4d80-b1ba-43663f8b1cda\"}}"
time="2024-03-18 18:22:52" level=info msg="| 200 | 10m4.882426858s |       127.0.0.1 | GET | /ws_visitor?visitor_id=e9d001ae-821c-4d80-b1ba-43663f8b1cda |"
time="2024-03-18 18:24:23" level=info msg="| 200 |      87.274µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 18:26:23" level=info msg="| 200 |     104.564µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 18:28:22" level=info msg="| 200 |    4.496929ms |             ::1 | GET | /visitors?page=1 |"
time="2024-03-18 18:28:23" level=info msg="| 200 |     150.925µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 18:28:23" level=info msg="| 200 |      72.321µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 18:30:23" level=info msg="| 200 |      64.982µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 18:32:23" level=info msg="| 200 |     123.374µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 18:34:23" level=info msg="| 200 |      87.288µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 18:36:23" level=info msg="| 200 |       99.98µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 18:38:23" level=info msg="| 200 |     479.505µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 18:40:23" level=info msg="| 200 |      78.844µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 18:42:23" level=info msg="| 200 |      71.665µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 18:44:23" level=info msg="| 200 |      62.742µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 18:46:23" level=info msg="| 200 |    1.031122ms |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 18:48:23" level=info msg="| 200 |      570.56µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 18:50:34" level=info msg="| 200 |      58.837µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 18:52:36" level=info msg="| 200 |      85.301µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 18:54:18" level=info msg="| 200 | 41m54.816867143s |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDY4MzM4Nywia2VmdV9pZCI6MSwibmFtZSI6ImtlZnUyIiwicm9sZV9pZCI6MSwidHlwZSI6ImtlZnUifQ.-lmfaCtClwwHBc4eN7KTk6zZ2YDAez9TYUh_l6rXQoQ |"
time="2024-03-18 18:54:20" level=info msg="| 200 |    3.561049ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDY4MzM4Nywia2VmdV9pZCI6MSwibmFtZSI6ImtlZnUyIiwicm9sZV9pZCI6MSwidHlwZSI6ImtlZnUifQ.-lmfaCtClwwHBc4eN7KTk6zZ2YDAez9TYUh_l6rXQoQ |"
time="2024-03-18 18:54:22" level=info msg="| 200 |    3.611676ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDY4MzM4Nywia2VmdV9pZCI6MSwibmFtZSI6ImtlZnUyIiwicm9sZV9pZCI6MSwidHlwZSI6ImtlZnUifQ.-lmfaCtClwwHBc4eN7KTk6zZ2YDAez9TYUh_l6rXQoQ |"
time="2024-03-18 18:54:25" level=info msg="| 200 |    3.046179ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDY4MzM4Nywia2VmdV9pZCI6MSwibmFtZSI6ImtlZnUyIiwicm9sZV9pZCI6MSwidHlwZSI6ImtlZnUifQ.-lmfaCtClwwHBc4eN7KTk6zZ2YDAez9TYUh_l6rXQoQ |"
time="2024-03-18 18:54:29" level=info msg="| 200 |      2.5747ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDY4MzM4Nywia2VmdV9pZCI6MSwibmFtZSI6ImtlZnUyIiwicm9sZV9pZCI6MSwidHlwZSI6ImtlZnUifQ.-lmfaCtClwwHBc4eN7KTk6zZ2YDAez9TYUh_l6rXQoQ |"
time="2024-03-18 18:54:35" level=info msg="| 200 |    4.633648ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDY4MzM4Nywia2VmdV9pZCI6MSwibmFtZSI6ImtlZnUyIiwicm9sZV9pZCI6MSwidHlwZSI6ImtlZnUifQ.-lmfaCtClwwHBc4eN7KTk6zZ2YDAez9TYUh_l6rXQoQ |"
time="2024-03-18 18:54:38" level=info msg="| 200 |      151.68µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 18:59:23" level=info msg="| 200 |   56.583483ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDY4MzM4Nywia2VmdV9pZCI6MSwibmFtZSI6ImtlZnUyIiwicm9sZV9pZCI6MSwidHlwZSI6ImtlZnUifQ.-lmfaCtClwwHBc4eN7KTk6zZ2YDAez9TYUh_l6rXQoQ |"
time="2024-03-18 18:59:35" level=info msg="| 200 |   10.768323ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDY4MzM4Nywia2VmdV9pZCI6MSwibmFtZSI6ImtlZnUyIiwicm9sZV9pZCI6MSwidHlwZSI6ImtlZnUifQ.-lmfaCtClwwHBc4eN7KTk6zZ2YDAez9TYUh_l6rXQoQ |"
time="2024-03-18 18:59:53" level=info msg="| 200 |    6.392074ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDY4MzM4Nywia2VmdV9pZCI6MSwibmFtZSI6ImtlZnUyIiwicm9sZV9pZCI6MSwidHlwZSI6ImtlZnUifQ.-lmfaCtClwwHBc4eN7KTk6zZ2YDAez9TYUh_l6rXQoQ |"
time="2024-03-18 19:05:01" level=info msg="| 200 |    1.849313ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDY4MzM4Nywia2VmdV9pZCI6MSwibmFtZSI6ImtlZnUyIiwicm9sZV9pZCI6MSwidHlwZSI6ImtlZnUifQ.-lmfaCtClwwHBc4eN7KTk6zZ2YDAez9TYUh_l6rXQoQ |"
time="2024-03-18 19:05:32" level=info msg="| 200 |    4.436838ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDY4MzM4Nywia2VmdV9pZCI6MSwibmFtZSI6ImtlZnUyIiwicm9sZV9pZCI6MSwidHlwZSI6ImtlZnUifQ.-lmfaCtClwwHBc4eN7KTk6zZ2YDAez9TYUh_l6rXQoQ |"
time="2024-03-18 19:10:44" level=info msg="| 200 |     223.976µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 19:10:45" level=info msg="| 200 |   11.240584ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDY4MzM4Nywia2VmdV9pZCI6MSwibmFtZSI6ImtlZnUyIiwicm9sZV9pZCI6MSwidHlwZSI6ImtlZnUifQ.-lmfaCtClwwHBc4eN7KTk6zZ2YDAez9TYUh_l6rXQoQ |"
time="2024-03-18 19:11:16" level=info msg="| 200 |     4.91677ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDY4MzM4Nywia2VmdV9pZCI6MSwibmFtZSI6ImtlZnUyIiwicm9sZV9pZCI6MSwidHlwZSI6ImtlZnUifQ.-lmfaCtClwwHBc4eN7KTk6zZ2YDAez9TYUh_l6rXQoQ |"
time="2024-03-18 19:16:29" level=info msg="| 200 |    3.231397ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDY4MzM4Nywia2VmdV9pZCI6MSwibmFtZSI6ImtlZnUyIiwicm9sZV9pZCI6MSwidHlwZSI6ImtlZnUifQ.-lmfaCtClwwHBc4eN7KTk6zZ2YDAez9TYUh_l6rXQoQ |"
time="2024-03-18 19:21:44" level=info msg="| 200 |    5.188796ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDY4MzM4Nywia2VmdV9pZCI6MSwibmFtZSI6ImtlZnUyIiwicm9sZV9pZCI6MSwidHlwZSI6ImtlZnUifQ.-lmfaCtClwwHBc4eN7KTk6zZ2YDAez9TYUh_l6rXQoQ |"
time="2024-03-18 19:22:08" level=info msg="| 200 |     241.929µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 19:22:15" level=info msg="| 200 |    4.282134ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDY4MzM4Nywia2VmdV9pZCI6MSwibmFtZSI6ImtlZnUyIiwicm9sZV9pZCI6MSwidHlwZSI6ImtlZnUifQ.-lmfaCtClwwHBc4eN7KTk6zZ2YDAez9TYUh_l6rXQoQ |"
time="2024-03-18 19:27:27" level=info msg="| 200 |     3.12365ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDY4MzM4Nywia2VmdV9pZCI6MSwibmFtZSI6ImtlZnUyIiwicm9sZV9pZCI6MSwidHlwZSI6ImtlZnUifQ.-lmfaCtClwwHBc4eN7KTk6zZ2YDAez9TYUh_l6rXQoQ |"
time="2024-03-18 19:27:58" level=info msg="| 200 |    4.513622ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDY4MzM4Nywia2VmdV9pZCI6MSwibmFtZSI6ImtlZnUyIiwicm9sZV9pZCI6MSwidHlwZSI6ImtlZnUifQ.-lmfaCtClwwHBc4eN7KTk6zZ2YDAez9TYUh_l6rXQoQ |"
time="2024-03-18 19:32:25" level=info msg="| 200 |      96.345µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 19:34:25" level=info msg="| 200 |      89.439µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 19:36:25" level=info msg="| 200 |      79.464µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 19:38:25" level=info msg="| 200 |      74.581µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 19:40:25" level=info msg="| 200 |     130.687µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 19:42:25" level=info msg="| 200 |      76.294µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 19:44:25" level=info msg="| 200 |      77.727µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 19:46:25" level=info msg="| 200 |      85.802µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 19:48:25" level=info msg="| 200 |     101.152µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 19:50:25" level=info msg="| 200 |      95.561µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 19:52:25" level=info msg="| 200 |      72.298µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 19:54:25" level=info msg="| 200 |      89.377µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 19:54:50" level=info msg="| 200 |   15.594371ms |             ::1 | POST | /ipblack |"
time="2024-03-18 19:54:52" level=info msg="| 200 |    4.692837ms |             ::1 | POST | /ipblack |"
time="2024-03-18 19:54:56" level=info msg="| 200 |    1.330226ms |             ::1 | POST | /ipblack |"
time="2024-03-18 19:54:57" level=info msg="| 200 |     2.06298ms |             ::1 | POST | /ipblack |"
time="2024-03-18 19:55:28" level=info msg="| 200 |    3.037401ms |             ::1 | POST | /ipblack |"
time="2024-03-18 19:56:25" level=info msg="| 200 |      81.846µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 19:58:25" level=info msg="| 200 |     108.524µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 20:00:25" level=info msg="| 200 |     151.561µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 20:02:25" level=info msg="| 200 |     158.942µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 20:04:25" level=info msg="| 200 |      75.298µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 20:06:25" level=info msg="| 200 |      83.129µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 20:08:25" level=info msg="| 200 |      97.971µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 20:10:25" level=info msg="| 200 |      96.396µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 20:12:25" level=info msg="| 200 |     106.997µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 20:14:25" level=info msg="| 200 |      105.29µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 20:16:25" level=info msg="| 200 |       88.06µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 20:18:25" level=info msg="| 200 |      71.723µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 20:20:25" level=info msg="| 200 |      93.256µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 20:22:25" level=info msg="| 200 |     142.522µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 20:24:25" level=info msg="| 200 |       87.66µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 20:26:25" level=info msg="| 200 |      87.408µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 20:28:25" level=info msg="| 200 |      77.437µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 20:30:25" level=info msg="| 200 |      74.349µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 20:32:07" level=info msg="start server...\r\ngo：http://0.0.0.0:8081"
time="2024-03-18 20:32:12" level=info msg="| 200 |   14.714351ms |             ::1 | POST | /ipblack |"
time="2024-03-18 20:32:13" level=info msg="| 200 |    2.370439ms |             ::1 | POST | /ipblack |"
time="2024-03-18 20:32:16" level=info msg="| 200 |    2.205304ms |             ::1 | POST | /ipblack |"
time="2024-03-18 20:32:25" level=info msg="| 200 |     143.458µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 20:34:25" level=info msg="| 200 |     131.392µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 20:36:25" level=info msg="| 200 |     106.105µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 20:38:25" level=info msg="| 200 |       84.97µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 20:40:25" level=info msg="| 200 |      69.665µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 20:42:20" level=info msg="start server...\r\ngo：http://0.0.0.0:8081"
time="2024-03-18 20:42:25" level=info msg="| 200 |     253.839µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 20:42:29" level=info msg="| 200 |    4.354339ms |             ::1 | POST | /ipblack |"
time="2024-03-18 20:43:31" level=info msg="| 200 |    1.978637ms |             ::1 | POST | /ipblack |"
time="2024-03-18 20:43:45" level=info msg="start server...\r\ngo：http://0.0.0.0:8081"
time="2024-03-18 20:43:49" level=info msg="| 200 |    4.222381ms |             ::1 | POST | /ipblack |"
time="2024-03-18 20:44:00" level=info msg="| 200 |    2.211585ms |             ::1 | POST | /ipblack |"
time="2024-03-18 20:44:25" level=info msg="| 200 |     135.363µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 20:45:51" level=info msg="start server...\r\ngo：http://0.0.0.0:8081"
time="2024-03-18 20:45:53" level=info msg="| 200 |     1.93689ms |             ::1 | POST | /ipblack |"
time="2024-03-18 20:45:54" level=info msg="| 200 |      976.71µs |             ::1 | POST | /ipblack |"
time="2024-03-18 20:45:55" level=info msg="| 200 |    1.820189ms |             ::1 | POST | /ipblack |"
time="2024-03-18 20:46:08" level=info msg="start server...\r\ngo：http://0.0.0.0:8081"
time="2024-03-18 20:46:09" level=info msg="| 200 |    1.068111ms |             ::1 | POST | /ipblack |"
time="2024-03-18 20:46:12" level=info msg="| 200 |    1.750092ms |             ::1 | GET | /main |"
time="2024-03-18 20:46:12" level=info msg="| 200 |  2.838816604s |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDY4MzM4Nywia2VmdV9pZCI6MSwibmFtZSI6ImtlZnUyIiwicm9sZV9pZCI6MSwidHlwZSI6ImtlZnUifQ.-lmfaCtClwwHBc4eN7KTk6zZ2YDAez9TYUh_l6rXQoQ |"
time="2024-03-18 20:46:13" level=info msg="| 200 |     715.968µs |             ::1 | POST | /check_auth |"
time="2024-03-18 20:46:13" level=info msg="| 200 |    3.094488ms |             ::1 | GET | /chat_main |"
time="2024-03-18 20:46:14" level=info msg="| 200 |     186.154µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 20:46:14" level=info msg="| 200 |    2.473603ms |             ::1 | GET | /kefuinfo |"
time="2024-03-18 20:46:14" level=info msg="| 200 |     30.8996ms |             ::1 | GET | /ipblacks |"
time="2024-03-18 20:46:14" level=info msg="| 200 |   47.211261ms |             ::1 | GET | /replys |"
time="2024-03-18 20:46:16" level=info msg="| 200 |    5.594107ms |             ::1 | DELETE | /ipblack?ip=127.0.0.1 |"
time="2024-03-18 20:46:16" level=info msg="| 200 |     522.562µs |             ::1 | GET | /ipblacks |"
time="2024-03-18 20:46:20" level=info msg="| 200 |    2.469954ms |       127.0.0.1 | GET | /chatIndex?kefu_id=kefu2 |"
time="2024-03-18 20:46:21" level=info msg="| 200 |   11.207446ms |       127.0.0.1 | POST | /visitor_login |"
time="2024-03-18 20:46:21" level=info msg="send_kefu_message <nil> {\"type\":\"notice\",\"data\":{\"avator\":\"/static/images/2.png\",\"content\":\"本机地址本机地址网友来了\",\"username\":\"本机地址本机地址网友\"}}"
time="2024-03-18 20:46:21" level=info msg="send_kefu_message <nil> {\"type\":\"userOnline\",\"data\":{\"avator\":\"/static/images/2.png\",\"last_message\":\"事实上\",\"uid\":\"e9d001ae-821c-4d80-b1ba-43663f8b1cda\",\"username\":\"本机地址本机地址网友\"}}"
time="2024-03-18 20:46:21" level=info msg="| 404 |         146ns |             ::1 | GET | /favicon.ico |"
time="2024-03-18 20:46:21" level=info msg="send_kefu_message <nil> {\"type\":\"userOnline\",\"data\":{\"avator\":\"/static/images/2.png\",\"last_message\":\"事实上\",\"uid\":\"e9d001ae-821c-4d80-b1ba-43663f8b1cda\",\"username\":\"本机地址本机地址网友\"}}"
time="2024-03-18 20:46:21" level=info msg="| 200 |   17.369885ms |       127.0.0.1 | GET | /2/messagesPages?page=1&pagesize=5&visitor_id=e9d001ae-821c-4d80-b1ba-43663f8b1cda |"
time="2024-03-18 20:46:21" level=info msg="| 200 |     813.834µs |       127.0.0.1 | GET | /notice?kefu_id=kefu2 |"
time="2024-03-18 20:46:24" level=info msg="| 200 |     990.215µs |             ::1 | GET | /visitor?visitorId=e9d001ae-821c-4d80-b1ba-43663f8b1cda |"
time="2024-03-18 20:46:24" level=info msg="| 200 |    2.624227ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=e9d001ae-821c-4d80-b1ba-43663f8b1cda |"
time="2024-03-18 20:46:26" level=info msg="| 200 |    2.648222ms |             ::1 | POST | /ipblack |"
time="2024-03-18 20:46:27" level=info msg="| 200 |    1.161604ms |             ::1 | POST | /ipblack |"
time="2024-03-18 20:46:30" level=info msg="| 200 |    2.012619ms |             ::1 | GET | /main |"
time="2024-03-18 20:46:30" level=info msg="| 200 | 16.378942451s |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDY4MzM4Nywia2VmdV9pZCI6MSwibmFtZSI6ImtlZnUyIiwicm9sZV9pZCI6MSwidHlwZSI6ImtlZnUifQ.-lmfaCtClwwHBc4eN7KTk6zZ2YDAez9TYUh_l6rXQoQ |"
time="2024-03-18 20:46:31" level=info msg="| 200 |    1.208665ms |             ::1 | POST | /check_auth |"
time="2024-03-18 20:46:31" level=info msg="| 200 |    2.692105ms |             ::1 | GET | /chat_main |"
time="2024-03-18 20:46:32" level=info msg="| 200 |    1.020591ms |             ::1 | GET | /ipblacks |"
time="2024-03-18 20:46:32" level=info msg="| 200 |    2.811189ms |             ::1 | GET | /replys |"
time="2024-03-18 20:46:32" level=info msg="| 200 |    5.206569ms |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 20:46:32" level=info msg="| 200 |     9.54815ms |             ::1 | GET | /kefuinfo |"
time="2024-03-18 20:46:33" level=info msg="| 200 |    3.283918ms |             ::1 | DELETE | /ipblack?ip=127.0.0.1 |"
time="2024-03-18 20:46:33" level=info msg="| 200 |     484.969µs |             ::1 | GET | /ipblacks |"
time="2024-03-18 20:46:35" level=info msg="| 200 |     969.576µs |             ::1 | GET | /visitor?visitorId=e9d001ae-821c-4d80-b1ba-43663f8b1cda |"
time="2024-03-18 20:46:35" level=info msg="| 200 |    2.527396ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=e9d001ae-821c-4d80-b1ba-43663f8b1cda |"
time="2024-03-18 20:46:36" level=info msg="| 200 |    1.872885ms |             ::1 | POST | /ipblack |"
time="2024-03-18 20:48:32" level=info msg="| 200 |    1.451813ms |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 20:48:57" level=info msg="| 200 |    2.281753ms |             ::1 | GET | /2/messagesPages?page=2&pagesize=15&visitor_id=e9d001ae-821c-4d80-b1ba-43663f8b1cda |"
time="2024-03-18 20:50:32" level=info msg="| 200 |    4.000149ms |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 20:52:32" level=info msg="| 200 |    3.277851ms |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 20:54:32" level=info msg="| 200 |    2.977156ms |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 20:56:23" level=info msg="send_kefu_message <nil> {\"type\":\"userOffline\",\"data\":{\"name\":\"本机地址本机地址网友\",\"uid\":\"e9d001ae-821c-4d80-b1ba-43663f8b1cda\"}}"
time="2024-03-18 20:56:23" level=info msg="| 200 | 10m2.404114414s |       127.0.0.1 | GET | /ws_visitor?visitor_id=e9d001ae-821c-4d80-b1ba-43663f8b1cda |"
time="2024-03-18 20:56:32" level=info msg="| 200 |      67.774µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 20:56:39" level=info msg="| 200 |    6.463306ms |             ::1 | GET | /login |"
time="2024-03-18 20:56:39" level=info msg="| 200 | 10m7.629203562s |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDY4MzM4Nywia2VmdV9pZCI6MSwibmFtZSI6ImtlZnUyIiwicm9sZV9pZCI6MSwidHlwZSI6ImtlZnUifQ.-lmfaCtClwwHBc4eN7KTk6zZ2YDAez9TYUh_l6rXQoQ |"
time="2024-03-18 20:56:40" level=info msg="| 200 |    1.451832ms |             ::1 | GET | /login |"
time="2024-03-18 20:56:49" level=info msg="| 200 |    1.118495ms |             ::1 | POST | /check |"
time="2024-03-18 20:56:49" level=info msg="| 200 |    6.779796ms |             ::1 | GET | /main |"
time="2024-03-18 20:56:49" level=info msg="| 200 |     760.272µs |             ::1 | POST | /check_auth |"
time="2024-03-18 20:56:49" level=info msg="| 200 |    4.180533ms |             ::1 | GET | /chat_main |"
time="2024-03-18 20:56:50" level=info msg="| 200 |     128.629µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-18 20:56:50" level=info msg="| 200 |    1.908534ms |             ::1 | GET | /kefuinfo |"
time="2024-03-18 20:56:50" level=info msg="| 200 |    4.422317ms |             ::1 | GET | /ipblacks |"
time="2024-03-18 20:56:50" level=info msg="| 200 |    6.781541ms |             ::1 | GET | /replys |"
time="2024-03-18 20:56:51" level=info msg="| 200 |    2.162335ms |             ::1 | GET | /setting |"
time="2024-03-18 20:56:51" level=info msg="| 200 |  944.595757ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjYwOSwia2VmdV9pZCI6MiwibmFtZSI6InJvb3QiLCJyb2xlX2lkIjoxLCJ0eXBlIjoia2VmdSJ9.mwPBGlLlpaSdUjQ30VMVrY_rcH7fJfK5FWODu48HsYs |"
time="2024-03-18 20:56:52" level=info msg="| 200 |    1.758986ms |             ::1 | GET | /setting_statistics |"
time="2024-03-18 20:56:52" level=info msg="| 200 |     984.785µs |             ::1 | GET | /statistics |"
time="2024-03-18 20:56:55" level=info msg="| 200 |    2.848643ms |             ::1 | GET | /setting_modifypass |"
time="2024-03-18 20:56:57" level=info msg="| 200 |    1.745338ms |             ::1 | GET | /setting_statistics |"
time="2024-03-18 20:56:57" level=info msg="| 200 |     698.873µs |             ::1 | GET | /statistics |"
time="2024-03-18 20:56:59" level=info msg="| 200 |    2.659584ms |             ::1 | GET | /setting_avator |"
time="2024-03-18 20:56:59" level=info msg="| 200 |     1.11546ms |             ::1 | GET | /kefuinfo |"
time="2024-03-18 20:57:05" level=info msg="| 200 |    1.574642ms |             ::1 | GET | /setting_modifypass |"
time="2024-03-18 20:57:07" level=info msg="| 200 |    2.405221ms |             ::1 | GET | /setting_statistics |"
time="2024-03-18 20:57:08" level=info msg="| 200 |    2.239149ms |             ::1 | GET | /statistics |"
time="2024-03-18 20:57:14" level=info msg="| 200 |    1.735224ms |             ::1 | GET | /setting_config |"
time="2024-03-18 20:57:14" level=info msg="| 200 |    1.105524ms |             ::1 | GET | /configs |"
time="2024-03-18 20:57:15" level=info msg="| 200 |    2.201857ms |             ::1 | GET | /setting_ipblack |"
time="2024-03-18 20:57:15" level=info msg="| 200 |     787.272µs |             ::1 | GET | /ipblacks_all |"
time="2024-03-18 20:57:16" level=info msg="| 200 |    1.602229ms |             ::1 | GET | /setting_deploy |"
time="2024-03-18 20:57:18" level=info msg="| 200 |    2.463706ms |             ::1 | GET | /setting_config |"
time="2024-03-18 20:57:18" level=info msg="| 200 |     796.685µs |             ::1 | GET | /configs |"
time="2024-03-18 20:57:21" level=info msg="| 200 |    1.287979ms |             ::1 | GET | /login |"
