time="2024-03-23 10:41:39" level=info msg="send_kefu_message <nil> {\"type\":\"userOffline\",\"data\":{\"name\":\"本机地址本机地址网友\",\"uid\":\"82e8cc9f-7cd5-43e2-b2d7-005aac83ce49\"}}"
time="2024-03-23 10:41:39" level=info msg="| 200 | 33.896632919s |       127.0.0.1 | GET | /ws_visitor?visitor_id=82e8cc9f-7cd5-43e2-b2d7-005aac83ce49 |"
time="2024-03-23 14:45:47" level=info msg="send_kefu_message <nil> {\"type\":\"userOffline\",\"data\":{\"name\":\"本机地址本机地址网友\",\"uid\":\"e9d001ae-821c-4d80-b1ba-43663f8b1cda\"}}"
time="2024-03-23 14:45:47" level=info msg="| 200 |  4.599939499s |       127.0.0.1 | GET | /ws_visitor?visitor_id=e9d001ae-821c-4d80-b1ba-43663f8b1cda |"
time="2024-03-23 14:45:48" level=info msg="| 200 |     9.19342ms |       127.0.0.1 | POST | /visitor_login |"
time="2024-03-23 14:45:48" level=info msg="send_kefu_message <nil> {\"type\":\"userOnline\",\"data\":{\"avator\":\"/static/images/2.png\",\"last_message\":\"1\",\"uid\":\"e9d001ae-821c-4d80-b1ba-43663f8b1cda\",\"username\":\"本机地址本机地址网友\"}}"
time="2024-03-23 14:45:48" level=info msg="| 200 |   16.389944ms |       127.0.0.1 | GET | /2/messagesPages?page=1&pagesize=5&visitor_id=e9d001ae-821c-4d80-b1ba-43663f8b1cda |"
time="2024-03-23 14:45:48" level=info msg="| 200 |     676.011µs |       127.0.0.1 | GET | /notice?kefu_id=cjk |"
time="2024-03-23 14:45:51" level=info msg="| 200 |     925.125µs |             ::1 | GET | /visitor?visitorId=e9d001ae-821c-4d80-b1ba-43663f8b1cda |"
time="2024-03-23 14:45:51" level=info msg="| 200 |    3.895856ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=e9d001ae-821c-4d80-b1ba-43663f8b1cda |"
time="2024-03-23 14:45:52" level=info msg="| 200 |    3.692516ms |             ::1 | POST | /ipblack |"
time="2024-03-23 14:45:53" level=info msg="| 200 |    1.070078ms |             ::1 | POST | /ipblack |"
time="2024-03-23 14:45:54" level=info msg="| 200 |    1.134892ms |             ::1 | POST | /ipblack |"
time="2024-03-23 14:46:13" level=info msg="| 200 |    5.601534ms |             ::1 | GET | /main |"
time="2024-03-23 14:46:13" level=info msg="| 200 | 27.633173837s |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMTE2MTY5Mywia2VmdV9pZCI6MSwibmFtZSI6ImtlZnUyIiwicm9sZV9pZCI6MSwidHlwZSI6ImtlZnUifQ.bpW5DbDHq6XNhhW48zDuotdtaH3PMyiAw7GuKb02mno |"
time="2024-03-23 14:46:14" level=info msg="| 200 |    1.340782ms |             ::1 | POST | /check_auth |"
time="2024-03-23 14:46:14" level=info msg="| 200 |     5.90995ms |             ::1 | GET | /chat_main |"
time="2024-03-23 14:46:15" level=info msg="| 200 |    6.834486ms |             ::1 | GET | /ipblacks |"
time="2024-03-23 14:46:15" level=info msg="| 200 |   17.293629ms |             ::1 | GET | /kefuinfo |"
time="2024-03-23 14:46:15" level=info msg="| 200 |   18.247436ms |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-23 14:46:15" level=info msg="| 200 |   23.052375ms |             ::1 | GET | /replys |"
time="2024-03-23 14:48:15" level=info msg="| 200 |    7.174007ms |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-23 14:50:15" level=info msg="| 200 |   13.635713ms |             ::1 | GET | /visitors_kefu_online |"
