time="2024-03-20 17:59:20" level=info msg="send_kefu_message <nil> {\"type\":\"notice\",\"data\":{\"avator\":\"/static/images/2.png\",\"content\":\"本机地址本机地址网友来了\",\"username\":\"本机地址本机地址网友\"}}"
time="2024-03-20 17:59:20" level=info msg="send_kefu_message <nil> {\"type\":\"userOnline\",\"data\":{\"avator\":\"/static/images/2.png\",\"last_message\":\"我现在离线，稍后回复您！\",\"uid\":\"e9d001ae-821c-4d80-b1ba-43663f8b1cda\",\"username\":\"本机地址本机地址网友\"}}"
time="2024-03-20 17:59:20" level=info msg="| 404 |         136ns |             ::1 | GET | /favicon.ico |"
time="2024-03-21 09:33:40" level=info msg="| 200 |    1.212376ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-21 09:34:11" level=info msg="| 200 |     139.661µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-21 09:34:11" level=info msg="| 200 |    6.199429ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-21 09:34:42" level=info msg="| 200 |    1.416212ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-21 09:35:13" level=info msg="| 200 |    1.256462ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-21 09:35:44" level=info msg="| 200 |    1.332818ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-21 09:36:11" level=info msg="| 200 |     103.105µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-21 09:36:15" level=info msg="| 200 |    1.030336ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-21 09:36:46" level=info msg="| 200 |    1.268244ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-21 09:37:17" level=info msg="| 200 |    1.123163ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-21 09:37:48" level=info msg="| 200 |     967.294µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-21 09:38:11" level=info msg="| 200 |      83.964µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-21 09:38:19" level=info msg="| 200 |    1.223821ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-21 09:38:50" level=info msg="| 200 |    1.042361ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-21 09:39:21" level=info msg="| 200 |    1.423263ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-21 09:39:52" level=info msg="| 200 |     1.99427ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-21 09:40:11" level=info msg="| 200 |      97.713µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-21 09:40:23" level=info msg="| 200 |     1.26968ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-21 09:40:54" level=info msg="| 200 |    1.518556ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-21 09:41:25" level=info msg="| 200 |    1.405253ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-21 09:41:57" level=info msg="| 200 |     752.296µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-21 09:42:11" level=info msg="| 200 |     107.498µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-21 09:42:27" level=info msg="| 200 |    1.278126ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-21 09:42:58" level=info msg="| 200 |    2.338727ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-21 09:43:29" level=info msg="| 200 |    1.231851ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-21 09:44:00" level=info msg="| 200 |     1.09389ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-21 09:44:11" level=info msg="| 200 |      73.137µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-21 09:44:31" level=info msg="| 200 |    1.313201ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-21 09:45:02" level=info msg="| 200 |    1.942497ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-21 09:45:33" level=info msg="| 200 |    1.122973ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-21 09:46:04" level=info msg="| 200 |    1.178053ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-21 09:46:11" level=info msg="| 200 |      98.008µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-21 09:46:35" level=info msg="| 200 |    1.207429ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-21 09:47:06" level=info msg="| 200 |    1.274626ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-21 09:47:37" level=info msg="| 200 |    1.521428ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-21 09:48:08" level=info msg="| 200 |    1.275602ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-21 09:48:11" level=info msg="| 200 |     107.079µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-21 09:48:39" level=info msg="| 200 |    1.201062ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-21 09:49:10" level=info msg="| 200 |    1.278706ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-21 09:49:41" level=info msg="| 200 |     967.211µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-21 09:50:11" level=info msg="| 200 |      99.398µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-21 09:50:12" level=info msg="| 200 |    1.176895ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-21 09:50:43" level=info msg="| 200 |     2.36178ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-21 09:51:14" level=info msg="| 200 |    2.149535ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-21 09:51:45" level=info msg="| 200 |    2.060783ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-21 09:52:11" level=info msg="| 200 |     114.279µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-21 09:52:16" level=info msg="| 200 |    1.876804ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-21 09:52:47" level=info msg="| 200 |     1.30448ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-21 09:53:18" level=info msg="| 200 |    1.253963ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-21 09:53:49" level=info msg="| 200 |    1.295909ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-21 09:54:11" level=info msg="| 200 |      128.43µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-21 09:54:20" level=info msg="| 200 |    1.433105ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-21 09:54:51" level=info msg="| 200 |     977.815µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-21 09:55:22" level=info msg="| 200 |    1.440894ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-21 09:55:53" level=info msg="| 200 |    1.205512ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-21 09:56:11" level=info msg="| 200 |     109.819µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-21 09:56:24" level=info msg="| 200 |    1.273289ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-21 09:56:55" level=info msg="| 200 |     1.25711ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-21 09:57:26" level=info msg="| 200 |    1.205433ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-21 09:57:57" level=info msg="| 200 |    2.741116ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-21 09:58:11" level=info msg="| 200 |     150.408µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-21 09:58:28" level=info msg="| 200 |    1.936938ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-21 09:58:59" level=info msg="| 200 |    1.297487ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-21 09:59:30" level=info msg="| 200 |    1.204423ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-21 10:00:01" level=info msg="| 200 |    1.345564ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-21 10:00:11" level=info msg="| 200 |     126.147µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-21 10:00:32" level=info msg="| 200 |    1.284485ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-21 10:01:03" level=info msg="| 200 |    1.949315ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
time="2024-03-21 10:01:34" level=info msg="| 200 |    1.797127ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDk0NDI2Niwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.r2nSw8ZdCpLKvwrPFa3Q4P85CpACKLB2s_aZ6PltULw |"
