time="2024-03-19 20:20:03" level=info msg="start server...\r\ngo：http://0.0.0.0:8081"
time="2024-03-19 20:20:03" level=info msg="| 200 |    3.359702ms |       127.0.0.1 | GET | /chatIndex?kefu_id=kefu2 |"
time="2024-03-20 07:50:19" level=info msg="| 200 |     231.272µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
time="2024-03-20 07:50:26" level=info msg="| 200 |     692.547µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 07:55:32" level=info msg="| 200 |     241.404µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
time="2024-03-20 08:00:45" level=info msg="| 200 |      94.031µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
time="2024-03-20 08:01:16" level=info msg="| 200 |     235.904µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
time="2024-03-20 08:06:29" level=info msg="| 200 |     115.138µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
time="2024-03-20 08:06:32" level=info msg="| 200 |       540.4µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 08:07:00" level=info msg="| 200 |     232.211µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
time="2024-03-20 08:12:13" level=info msg="| 200 |     287.604µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
time="2024-03-20 08:17:27" level=info msg="| 200 |     195.022µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
time="2024-03-20 08:17:56" level=info msg="| 200 |     613.389µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 08:17:58" level=info msg="| 200 |     410.214µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
time="2024-03-20 08:23:11" level=info msg="| 200 |      90.457µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
time="2024-03-20 08:23:42" level=info msg="| 200 |     252.199µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
time="2024-03-20 08:28:54" level=info msg="| 200 |     361.588µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
time="2024-03-20 08:29:19" level=info msg="| 200 |     252.426µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 08:29:25" level=info msg="| 200 |     310.835µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
time="2024-03-20 08:34:38" level=info msg="| 200 |     226.716µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
time="2024-03-20 08:39:51" level=info msg="| 200 |     100.545µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
time="2024-03-20 08:40:22" level=info msg="| 200 |     225.916µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
time="2024-03-20 08:45:25" level=info msg="| 200 |      99.699µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 08:45:35" level=info msg="| 200 |     216.901µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
time="2024-03-20 08:46:06" level=info msg="| 200 |     264.106µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
time="2024-03-20 08:53:17" level=info msg="| 200 |     229.942µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
time="2024-03-20 08:53:48" level=info msg="| 200 |       224.1µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
time="2024-03-20 08:54:05" level=info msg="| 200 |     401.378µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 08:54:19" level=info msg="| 200 |     221.033µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
time="2024-03-20 08:54:50" level=info msg="| 200 |     224.124µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
time="2024-03-20 08:55:21" level=info msg="| 200 |     243.996µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
time="2024-03-20 08:55:52" level=info msg="| 200 |     187.822µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
time="2024-03-20 08:56:05" level=info msg="| 200 |     242.694µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 08:56:23" level=info msg="| 200 |     197.801µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
time="2024-03-20 08:56:54" level=info msg="| 200 |     210.258µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
time="2024-03-20 08:57:25" level=info msg="| 200 |     150.897µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
time="2024-03-20 08:57:56" level=info msg="| 200 |     147.193µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
time="2024-03-20 08:58:05" level=info msg="| 200 |     166.288µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 08:58:32" level=info msg="| 200 |     401.736µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
time="2024-03-20 08:59:01" level=info msg="| 200 |    5.933883ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
time="2024-03-20 08:59:32" level=info msg="| 200 |     163.118µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
time="2024-03-20 09:00:03" level=info msg="| 200 |     112.605µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
time="2024-03-20 09:00:05" level=info msg="| 200 |     142.659µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 09:00:34" level=info msg="| 200 |      87.545µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
time="2024-03-20 09:01:05" level=info msg="| 200 |      89.612µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
time="2024-03-20 09:01:36" level=info msg="| 200 |     100.982µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
time="2024-03-20 09:02:05" level=info msg="| 200 |      80.628µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 09:02:07" level=info msg="| 200 |     133.473µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
time="2024-03-20 09:02:38" level=info msg="| 200 |      95.885µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
time="2024-03-20 09:03:09" level=info msg="| 200 |      79.643µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
time="2024-03-20 09:03:40" level=info msg="| 200 |      91.043µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
time="2024-03-20 09:04:05" level=info msg="| 200 |      78.571µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 09:04:11" level=info msg="| 200 |     2.01749ms |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
time="2024-03-20 09:04:42" level=info msg="| 200 |      95.459µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
time="2024-03-20 09:05:13" level=info msg="| 200 |     773.744µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
time="2024-03-20 09:05:44" level=info msg="| 200 |     111.206µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
time="2024-03-20 09:06:05" level=info msg="| 200 |     576.107µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 09:06:15" level=info msg="| 200 |     685.242µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
time="2024-03-20 09:06:46" level=info msg="| 200 |     120.952µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
time="2024-03-20 09:07:17" level=info msg="| 200 |     101.248µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
time="2024-03-20 09:07:48" level=info msg="| 200 |     139.234µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
time="2024-03-20 09:08:05" level=info msg="| 200 |      81.824µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 09:08:19" level=info msg="| 200 |     102.548µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
time="2024-03-20 09:08:50" level=info msg="| 200 |     122.558µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
time="2024-03-20 09:09:21" level=info msg="| 200 |      87.432µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
time="2024-03-20 09:09:52" level=info msg="| 200 |     101.291µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
time="2024-03-20 09:10:05" level=info msg="| 200 |     105.585µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 09:10:23" level=info msg="| 200 |       88.97µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
time="2024-03-20 09:10:54" level=info msg="| 200 |      113.75µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
time="2024-03-20 09:11:25" level=info msg="| 200 |     117.866µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
time="2024-03-20 09:11:56" level=info msg="| 200 |      90.966µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
time="2024-03-20 09:12:05" level=info msg="| 200 |      70.552µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-03-20 09:12:27" level=info msg="| 200 |      91.253µs |             ::1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcxMDc2NjgxMiwia2VmdV9pZCI6MywibmFtZSI6ImNqayIsInJvbGVfaWQiOjEsInR5cGUiOiJrZWZ1In0.VoA0VyAo3QvUFpHjObMZ2zQZmv7Isd63b4VjNk7MBg0 |"
